text,label,length,Word_Count
manna heaven terrific film predictable unpredictable time,1,17,7
scene often funny occasionally touching character evaluate life going,1,19,9
cast veteran actor nostalgia trip,1,12,5
ursula burton portrayal nun touching funny time making fun nun church,1,24,11
looking movie terrific cast good music including shirley jones rendition way look tonight uplifting ending give one try,1,33,18
frankly cotton club unfaithful kind embarrassing watch lane gere film bad,0,23,11
acting bad dialog extremely shallow insincere,0,11,6
predictable even chick flick,0,9,4
thing really worth watching scenery house beautiful,1,16,7
love lane never seen movie lousy,0,13,6
hour half wish could bring back,0,11,6
term writing fresh bold,1,11,4
acting help writing along well maybe idiot savant sister could played better real joy watch,1,25,15
directing cinematography quite good,0,9,4
movie boring sometimes found occupied peaking paper instead watching never happened columbo movie,0,25,13
sometimes embarrassing look away,0,13,4
scene oh mature neighbour girl misplace,0,9,6
generally line plot weaker average episode,0,12,6
scene debated whether sack trumpeter falsely accused murder pure horror really stupid,0,24,12
applause given prelude however,1,9,4
great film great director,1,7,4
movie edge seat made somewhat afraid go car end night,1,26,10
music film really nice,1,9,4
advise anyone go see,1,8,4
liked movie way much,1,7,4
problem thought actor playing villain low rent michael ironside,0,17,9
rocked world certainly must see anyone social physical outlet,1,18,9
however make fact overall tremendously boring movie,0,16,7
chemistry ben affleck sandra bullock film understand would consider even leaving wife chick supposedly knocked,0,35,15
several moment movie need excruciatingly slow moving,0,19,7
poor remake best friend wedding,0,10,5
believe actor agreed film,0,11,4
could stand even watch long fear losing q,0,16,8
guess nobody network aired dribble watched putting,0,17,7
imdb rating go low awful time get negative number case,0,23,10
saw mirrormask last night unsatisfactory experience,0,11,6
unfortunately inexperience direction meant scene scene passed little way dramatic tension conflict,0,20,12
central theme film handled ineptly stereotypically depth imagination,0,20,8
pretty picture world make piece work flawed core,0,21,8
hour half waste time following bunch pretty high schoolers whine cry life,0,22,12
relate hell barely understand,0,11,4
definitely cult classic well worth viewing sharing others,1,13,8
movie pure disaster story stupid editing worst seen confuses incredibly,0,23,10
fish badly made underwater shot repeated thousand time film,0,19,9
truly truly bad film,0,5,4
acting terrible writing worse,0,9,4
possible way movie could redeemed would mst k fodder,0,14,9
also real treat see anthony quinn playing crazy horse,1,12,9
worst hour half life oh gosh,0,10,6
walk theatre minute get relief,0,17,5
yeah movie pretty much sucked,0,6,5
go see movie bring pillow girlfriend boyfriend keep occupied,0,19,9
think ever gone movie disliked much,0,14,6
good thing ticket cost five dollar would mad paid see crap,0,26,11
nobody identifies character cardboard cutout stereotype predictably reverse stereotype,0,15,9
bad film bad writing good actor ugly cartoon crafted paul haggis people handle anything bold stroke storytelling picture painted crayon,0,33,20
crash depressing little nothing provokes emotion teach nothing already know racism prejudice bad thing,0,23,14
still like movie empowerment woman enough movie like one,1,20,9
brain attempt shut part primal impulse self preservation,0,14,8
left shattered experience watching film took good two hour fully recover,0,21,11
movie join revenge boogeyman zombiez part hellish trinity horror film,0,19,10
certainly mean distinction good way,0,11,5
artless camera work endlessly present u ugliest setting imaginable e,0,11,10
lead man charisma free,0,5,4
utterly without merit level akin torture,0,11,6
maybe would reasonable explanation atrocity,0,10,5
pleasant voyage self discovery,0,6,4
garbo showed right bat talent could carry silent era wanted see silent work netflix seem stocking,1,34,16
also great see renowned silent screenwriter france marion missed step going silent sound,1,20,13
movie suffered writing needed suspense,0,11,5
movie seemed drag hero really work freedom,0,18,7
movie definitely average rent,0,9,4
love movie bad bad film way long definitely one bad one movie received great quality film age john wayne incredible job young movie industry screen presence shined thought even though senior actor screen think must see older john wayne film really see anyone could enjoy movie think ever seen movie half boring self indulgent piece junk probably would better director spent movie showcasing art work really noteworthy another thing really like character got punched face gallon blood would spew forth soon jamie foxx absolutely ray charles performance simply genius owns film spacek owned coal miner daughter quaid owned great ball fire,1,199,101
fact hard remember part ray charles acted played man ray charles legendary ray charles life provided excellent biographical material film go well beyond another movie musician hitchcock great director ironically mostly find film total waste time watch secondly hitchcock pretty much perfected thriller chase movie pandering audience sabotage film hence whole story lack certain energy plot simply rumble like machine desperately depending addition new scene usual hitchcock logic flaw mishima extremely uninteresting chilly unremarkable movie author living working chilly abstruse culture flat reenactment hold attention emotionally adrift stagy rest sits awful soldier singing song masculinity pledge hairsplitting purity admiration sword etc bore piece kill momentum movie quicker anyone else schrader made resume full lousy amateurish film first watched movie loved totally fascinated music dancing everything however recently watched whole thing dvd completely struck extremely stupid storyline contained hole inconsistency frankly whole lot crap horrid dancing mean realistic world would never gotten ballet repertory whole thing quite pathetic character development also lacked depth woa talk awful waste time horrible worst sappiest dialogue could go really made unwatchable direction poor actor even tell talent pathetic line speak director gave action check director filmography site see film chance would even good made tv flick good intention made film great film might one greatest film ever made film great actor master director significant theme least would significant theme undertone fifty existential world weariness aerial scene ought thrilled sens imagination character one might deeply care regrettably film fails movie lack visual interest drama expression feeling celebration patriotism underline narrative actress worse used june allison movie yet enjoy watching unfortunately bad movie plain bad bad script bad direction horrible acting make one plain bad dialogue sucked cinematography called sucked soundtrack sucked acting sucked concert sequence sucked nice funny funny overall movie cheap trash movie funny considering ridiculousness came feeling angry spoiler whatever else said surface superbly crafted cinematography simply stunning say least fx nothing state art conceptually show offer little bit everything everybody parent kid fantasy fx fan single sour note struck acting wise either surprisingly solid casting thing considered job well done thanks good movie like done released one best mexican movie ever one le understood even mexican matter identified felt rank highly great noir crime drama incredible performance belmondo lino ventura attention given every character complex psychological portrayal detailing loyalty treachery love hope tremendous excellent drama excellent thriller excellent film best melville everything film simply incredible truly take journey eye soul child black water thriller manages completely transcend limitation indie flick continually subverting expectation emerge intense experience performance real gripping crocdodile extremely well done indeed black water website believed used real crocs swamp location fabulous thoroughly enjoyed christopher eccleston took control tardis continuation series sure trying film turn good day feeling night disturbing memory guess succeeded lot beautiful place forced like everything movie lame movie really pi ed even get started jerky camerawork saw theater thought going sick summary witticism witty plot well said let one go acting bad really bad even billy bob rise script worse camerawork bad rating amazing finale possibly best trilogy time kieslowski never cease amaze one favourite director one talented director history cinema use colour french flag three film nothing short incredible every shot every scene like work art three visually appealing movie ever seen subtle connection three film awesome mention huge spoiler loved ending character three film remaining survivor ferry disaster valentine young judge together old man watching tv solidifying happiness suffering dealt many year think better way end film smile face great way wrap amazing film trilogy recommend everyone love film movie anything work art movie trilogy literally vomited watching film think one people found another one roth pearl performance awarded stunning story told eloquently francis ford coppola year earlier really unfolds gradually leaf room character develop wonderful location lie story contrast beautiful directed film nicola roeg wih sublime cast translating movie living first movie year working experience found offensive intelligence someone strives greatness poetry delivers muddled often ridiculous story bunch disparate scene pretentious dialogue get worst kind movie reviewer accurately defined pretentious crap,0,1390,677
find movie intelligent even masterful say intelligence imagination obviously used try make sense pitiful attempt human nature try make sense thing,0,47,21
one thing tolerate political incorrectness well artistic freedom suspension disbelief slavic female character much,0,28,14
feature outlandish array memorable psychotic lovable nut,1,11,7
enjoyment get see run around play game dangerous,1,16,8
telephone repair man really funny reaction nut bitchy bos truly genuine,1,19,11
character film tremendously well played,1,10,5
love ending perfect shed tear thrilled seeing movie like never forget cult cult classic depth character man underneath malta setting dry barren dialogue movie terrible hockey scene terrible defensemen playing like year old goalie diving shot foot wide net etc seen waste time call movie drama ridiculous started watching believe character particular relationship bakery assistant waitress work superficial movie gave feeling watching play rather film character stagey storyline lot like stage farce time pyromaniac waylaid assistant bored care happened next switched glad pay see laugh even smile anything one big yawn really good show watch educational child year old barney definitely super de duper pretty funny babie bop cute kid cool storm trooper even bad enough make list wonderfully terrible movie,0,302,121
guy said better dialogue potted plant right,0,15,7
even love bad movie watch movie,0,11,6
would give television series plus could,1,12,6
writer smack think best actor actress bonus show character real,1,23,10
must say taped episode find watching,1,20,6
know exactly movie latched endearing movie become special part family memory,1,29,11
totally absolutely recommend movie anyone like good wholesome family movie exactly,1,22,11
thing four kid get absolutely hilarious watch,1,14,7
one best movie show strong sibling bond,1,18,7
much interesting action suspense le unneeded controversy,1,13,7
everything acting cinematography solid,1,7,4
damian talented versatile many way writing portraying different character screen,1,18,10
pleased know modern day genius letting passion art drive taking u audience,1,30,12
new character memorable found forgetting,0,15,5
felt though going ireland absolutely nothing whatsoever,0,12,7
make scared horrified make sympathetic towards character simply annoying,0,17,9
jerky camera movement also annoying,0,7,5
plot pretty much every cheap horror,0,12,6
pathetic attempt give character depth really work rest plot,0,23,9
guess supposed clever twist shed light situation stupid,0,21,8
see probably leave shelf,0,13,4
elia koteas jack palance play good role angelina hot get naked billy drago appears cool usual cameo sven ole thorsen help make enjoyable movie good acting decent budget,1,42,28
awesome movie bought ebay,1,13,4
really loved story line poler bear kinda cute anyone question fort steele ask away,1,24,14
totally unfunny movie top pathetic unrealistic throughout whole minute utter torture probably looked watch time,0,31,15
lucy bell much higher crap sink low quite depressing,0,19,9
movie make sick watching slacker make excuse stupid action minute,0,21,10
god never get minute back,0,10,5
think wonderful part literally full wonder excerpt work,1,16,8
set especially designed work camera amazing stylized beautiful effective,1,14,9
could used exemplar set designer,1,10,5
story powerful exploration nature man art,1,13,6
watching film wanted learn work artist,1,15,6
highly recommend movie anyone interested art poetry theater politics japanese history,1,16,11
wind lion see wonderful rendering america imperial age,1,17,8
make story different terrific production value faultless photography composition editing terrific casting underappreciated brian keith playing bully teddy vivid history,1,34,20
though wind lion told largely eye son every member family identify one character whether sean connery noble brigand candace bergen feisty heroine john huston wily john hay steve kanaly spiffy radiant ruthless lieutenant roosevelt big stick,1,54,36
think robert ryans best film portrayed someone like father schizophrenic real life father although never murdered anyone affected second world war made worse,1,43,23
humour get get day apt,1,16,5
mother brother saw robert ryan portraying type man good imitation type individual impressed,1,32,13
almost song cover girl old fashioned tuneful,0,14,7
annoying thing cover girl way rita hayworth put pedestal,0,20,9
unfortunately cover girl example hollywood used exploit woman financial gain,0,16,10
non linear narration thus many flashback every part articulated quite well,1,12,11
good cinematography also make monica bellucci look beautiful,1,12,8
good commentary today love undoubtedly film worth seeing,1,12,8
people first timer film making think excellent job,1,16,8
popular cinema good house good reaction plenty laugh,1,21,8
feel good film felt came cinema,1,16,6
northern humour positive community represents,1,11,5
really created unique feeling though,1,7,5
vivian schilling excellent job script,1,9,5
world better garbage theatre today,1,12,5
camera really like movie,1,8,4
would casted role ready script,1,12,5
european movie nice throwback time student experience living abroad interacting nationality although circumstance slightly different,1,36,15
fan movie sucked really bad,0,12,5
like building used couple location maybe poor hummh,0,15,8
movie excellent angel beautiful scamp adorable little yelp he scared funniest part scamp caught curtain angel scamp singing ive never feeling totally recommend movie coming special edition june cover scamp garbage angel underneath lid,1,62,34
cant explain movie romantic charming hilarious adorable junkyard scene funny junkyard dog something special funny laughed kid love buy come new feature,1,34,22
chosen tortured disgusting piece blatant american propaganda,0,15,7
show made american stupid full hatred clich admitted elsewhere,0,21,9
almost everyone involved must return school acting utterly predictable bad script pile garbage round,0,21,14
wish could enter negative value admins,0,8,6
set bad look place thunderbird episode,0,15,6
use slow motion needlessly repeat throughout movie well backed bad acting bad kind word continuity scene thrown reason whatsoever vehicle looked like made corn flake box directorial style bordered stupidity,0,56,30
oh yeah storyline pathetic,0,8,4
hate writing bad review film especially really like star film bad believe one second anyone could proud,0,38,17
filmmaker director would hide head sand spent whatever amount money time movie,0,31,12
short monumental waste time energy would recommend anyone ever see film,0,23,11
came free dvd player bought still turned thing halfway embarrassed howell,0,24,11
interesting premise billy drago always good dangerous nut bag side note love see drago stephen mchattie lance hendrikson flick together talk raging cheekbone,1,33,23
acting even professional drago debbie rochon terrible directing worse perhaps contributory former dialog chimp like camera work barely tolerable,0,30,19
still set got big oy vey scale,1,14,7
yes simplifying thing sake brevity really core problem film much going without real fulfilling explanation,0,36,15
good job quite amusing,1,8,4
convoluted plot convince much film watched weird questioning glance,0,20,9
let girlfriend talk seeing bad idea hated,0,16,7
last minute movie also bad well,1,12,6
bela lugosi totally extraneous intoning odd line,0,8,7
acting decidely wooden though worse period universal b movie,0,14,9
like armand assante cable company summary sounded interesting watched twice already probably,1,21,12
believe screenwriter good job tying loose end,1,14,7
say like spoiler want one believe film worth time,1,26,9
frightening least barely comprehensible,0,8,4
plot hang together acting absolutely appalling,0,13,6
even good camp value,0,6,4
iq particularly stupid mollusk see one coming,0,16,7
film use word loosely insult movie going public,0,15,8
someone involved knew string together narrative,0,12,6
get simply nothing lower,0,12,4
one watched recently fox movie channel disappointed,0,20,7
know contract player little control script acting bad script,0,22,9
victor mclaglen even bad brian donlevy almost unrecognizable,0,11,8
considering relation screen taylor stanwyck surprising little chemistry screen two,0,24,10
premise film ridiculous president u,0,15,5
death row scene entirely unmoving,0,7,5
thing worse taylor acting stanwyck singing,0,10,6
whatever producer going missed entirely,0,9,5
deeply impressed character played,1,9,4
knew saw film great thing come gifted actor,1,18,8
cheap cheerless heist movie poor characterisation lot underbite style stoic emoting think chow yun fat better tomorrow cheesy clich thrown abandoned factory ready poorly executed flying judo roll la john woo,0,45,31
even squib look awful,0,5,4
point proceeding look remotely like america,0,12,6
plot derivative predictable ending like mercy killing,0,19,7
awful dialogue hopeless overacting everyone get shot top real waste space time,0,20,12
uneasy bad movie scared,0,15,4
dialogue composed thing make little sense,0,10,6
minute footage wasted show mediocre elderly actor awkwardly babbling overwrought pseudo satanic gibberish corny enough make teen goth blush almost always olde english sometimes latin may may made word,0,43,29
hackneyed writing certainly made even worse bad directing,0,11,8
acting whole cast could put scale balanced perfectly overacting underacting,0,19,10
finally get ending would great handled competent people jerry falwell,0,25,10
loved movie great portrayal family share ups end knew special love,1,34,11
seen many movie starring jaclyn smith god one best though came year ago,1,24,13
movie contained star cast loved opened eye see actor seen,1,27,10
movie kind long length enjoyed every minute,1,15,7
overall rate movie scale,1,12,4
lifetime air enough anyone know store sell let know must,1,22,10
particularly remember sens assaulted strident cord music would blare little warning even le meaning,0,24,14
sort pap screened afternoon punish unemployed job,0,21,7
totally different load understatement black comedy film get see remember,1,24,10
movie creates universe fascinating every way,1,12,6
really hope team behind movie make movie continue kinda weird style,1,26,11
forgot casting superb trond fausa aurv perfect role bothersome man understand,1,33,11
movie good humorous comment life,1,12,5
found move beautiful enjoyable uplifting,1,8,5
initially local site film filmed buffalo intrigued,1,15,7
later found lost power film,1,11,5
entire audience applauded conclusion film,1,10,5
left theater lilt step joy heart hope human race,1,20,9
duris wholesome appearance give fine performance,1,10,6
rest cast also play well,1,8,5
cinematography noteworthy including fine view barcelona famed gaudi tower,1,12,9
ten minute film started second thought,0,11,6
half way film started dislike,0,11,5
time film ended disliked despised,0,14,5
film lack convincing script,0,8,4
script look rough draft written shooting began finished script completed,0,20,10
thing happen character personality change plot twist occur real reason script call,0,19,12
probably irritating show ever seen entire life,0,15,7
indescribably annoying idiotic show ever seen,0,13,6
could understand kind idiot would produce mess first place mention several season,0,21,12
script bad bad contains cheesiness unethical joke normally see rated r nc movie,0,24,13
casting also horrible cause see really really bad actor period,0,16,10
final word show real torture,0,8,5
zillion time away reality,0,7,4
watching washing machine twirling around hurt eye much show,0,14,9
rating grade z note show bad even mother cast pull daughter show,0,23,12
th century fox road house quite silly noir implausible unmitigated bore movie,0,22,12
full unconvincing cardboard character blandly written edward chodorov also produced surprisingly directed jean negulesco one would expect great deal,0,31,19
widmark character turn unintentionally comical,0,9,5
losing marble early proceeding totally implausible unconvincing,0,14,7
enough mess movie picture also marred constant use studio set indoor exterior,0,29,12
whatever prompted documentary beyond,0,8,4
serious spoiler movie huge disappointment,0,9,5
many problem dont know start,0,11,5
steve martin delivers really funny performance middle aged upper class uptight white guy,1,15,13
add betty white jean smart great cast everyone played part really well,1,19,12
movie make lot serious mistake,0,9,5
first enough racial stereotype racial joke offend everyone,0,14,8
movie littered overt racial slur towards black cast member return white depicted moron boob,0,24,14
putting race card aside let look major flaw film destroy latifa character,0,18,12
wouldnt see movie free,0,8,4
steamboat willie amazingly important film cinema history,1,11,7
second appearance mickey mouse following silent plane crazy earlier year probably famous film mostly ground breaking,1,25,16
yet hear mickey speak ton sound effect music throughout film something take granted huge crowd pleaser,1,32,16
however seeing short year amazed timeless film actually,1,20,8
adorable seeing mickey playing turkey straw highly imaginative occasionally cruel way,1,18,11
clever real crowd pleaser film still rank among mickey best film even wonderful year,1,17,14
bipolarity ruthless thug one minute ruthless killer next minute luv diaper commercial completely unconvincing,0,21,14
terribly disappointed film would receive many award accolade especially far deserving work film,0,25,13
original body soul masterpiece,1,9,4
john garfield ann revere lilli plmer william conrad canada lee filmed one greatest cinematographer ever grace screen james wong howe,1,24,20
think redeeming quality remake,0,11,4
may bad film ever made,0,10,5
movie solid example bad plot bad idea way,0,19,8
shame see good actor like thomerson james make living mess like,0,19,11
film terrible credit version watchable,0,15,5
let start problem acting especially lead professor bad,0,16,8
script big flawed mess,0,7,4
best example dumb writing established turn zombie student back human removing necklace containing piece meteorite,0,31,15
director paul matthew also wrote directed weak monster movie grim clearly know pace film,0,20,14
movie terribly boring place,0,7,4
film look cheap bland,0,6,4
one disappointing aspect lack notable gore,0,12,6
convention never worked well past certainly work,0,13,7
cg opening sequence space looked like could created microsoft slideshow god sake,0,19,12
explosion gas tank end awful,0,13,5
okay like consider fair critic give credit credit due creature effect actually pretty cool,1,22,14
got ta love close ups slimy drooling teeth,1,8,8
sum film breeder terrible cheaply made horror movie avoided like ebola virus,0,21,12
almost unbearable watch screen little charisma terrible comedic timing,0,18,9
aside terrible lead film load debit,0,12,6
understand supposed cheap popcorn comedy mean completely insult intelligence writing incredibly hackneyed border offensive,0,34,14
lewis black considerable talent wasted incendiary unrestrained pg rating certainly allow,0,26,11
film sole bright spot jonah hill look almost unrecognizable fan recent superbad due amount weight lost interim,1,30,17
originality freshness first movie spent remake little else offer,0,18,9
reflected cast also par script borrowed much earlier classic,0,21,9
however decent acting action location work balance thing,0,15,8
failed convey broad sweep landscape great part original,0,17,8
possible movie get worse,0,12,4
plot keep going first place,0,13,5
even woman finally show sign improvement expected thing happen time film might far asleep,0,31,14
beware trashy cult movie trash period,0,12,6
precisely giving bad review,0,12,4
child truly enjoyed show proudly say enjoyed big time even classical wb cartoon,1,28,13
tiny toon kept vibe delivered one popular funny underrated cartoon ever created,1,20,12
memory murky say enjoyed every single episode product related show,1,21,10
easily none cartoon made laugh tender way getting dark sitcom oriented teenager,1,19,12
character funny peculiarity true lead character,1,16,6
every single character hilarious deserved called lead,1,12,7
every element story top excessively phony contrived painful sit,0,21,9
line seem written fifteen year old though trying oh hard sound like fifteen year old would really um know well talk,0,35,21
perabo nice energy level obviously comfortable front camera,1,16,8
simply excuse something poorly done,0,10,5
saw movie thought stupid movie,0,12,5
even stupid thought idea volcano los angeles,0,21,7
honest unbelievable nonsense foolish,0,12,4
conclusion bother movie volcano los angeles nothing nonsense,0,19,8
also enough hypocrisy film make vomit,0,11,6
waste time watching rubbish non researched film,0,9,7
believe pitch black done well,1,8,5
character interesting want find longer movie go think people surprised make,1,33,11
character interesting really care,1,10,4
instant classic great soundtrack catchy song ending credit,1,15,8
masterful piece film making many theme simmering occasionally boiling wart study poet bohemian self indulgent wartime year span aerial bombardment london outward tranquillity welsh coastal retreat borderline friendship lust love dedication art experience versus practical concern jealousy rivalry cowardice egotism versus heroism self sacrifice,1,71,44
mature subtle script suggests occasionally brings dramatic focus underlying tension well served perfect performance apart odd inappropriate smiling keira knightley prone though perhaps direction time character often mention,1,47,28
exquisite visual composition moment inventive elegant use close camera angle lighting including pointillistic faux home movie footage wonder joy behold,1,34,20
continuously beautiful look bertolucci relationship convincing narrative engaging master work,1,28,10
basic premise wasted since sidelined inexplicable focus documentary crew,0,17,9
regardless film fails level,0,7,4
saw film christmas great film,1,13,5
thought errol flynn brilliant custer since become favourite actor,1,15,9
acting alongside olivia de havilland brilliant ending fantastic,1,13,8
always known errol flynn brilliant actor dad favourite actor grew watching film child,1,28,13
watched film realised great actually,1,16,5
know jim connor energetic nobody could much george well dull,0,22,10
really seem want hosting voice over monotonous get involved guest,0,19,10
lovely little thriller hitchcock lot nice shenanigan surrounding murdered spy kidnapped child nasty church foreign plot random taxidermist,1,27,18
jimmy stewart ever great hero hitchcock story rip along cool climax embassy function lack brooding menace hitchcock black white low budget original,1,35,22
nevertheless yet another wonderful film great master stable,1,10,8
say film excellently produced top rating typical sci fi film,1,20,10
excellently produced one sci fi best producer scot vandiver,1,11,9
campy sort film joy watch,1,11,5
barely boring moment film plenty humorous part,1,15,7
cast always entertaining usual,1,7,4
movie mind bendingly awful even created,0,12,6
film lack real scare tension medical terminology used throughout bit iffy say least say insulin dependant diabetic,0,34,17
least said acting better,0,8,4
movie excellent job revealing complexity task incredible challenge facing south africa,1,20,11
believe every one see movie think people outside south africa understand past attempted truth reconciliation process,1,31,16
nothing short magnificent photography cinematography film,1,8,6
acting fantastic story seamlessly woven together dog splendid must rent view see,1,21,12
afraid subtitle worth little aversion therapy,1,12,6
still good actor around,1,6,4
also great directing photography,1,5,4
true shakespear must shakespear fan,1,11,5
macbeth jason connery moved tear final monolog brief candle gave sphere moral decay dark force human face make interesting,1,33,19
helen baxendale credible lady macbeth cheerfull time sometimes look like naughty girl deadly taste blood evil,1,33,16
love death decay shakespears lyric one,1,13,6
witty delightful adaptation dr seuss book brilliantly animated upa finest thoroughly deserving academy award,1,24,14
special mention made superb music score sound effect integral element helping make memorable enjoyable cartoon,1,29,15
however paul schrader indeed made film mishima superb complex,1,16,9
also notable john bailey fine crisp beautifully colored cinematography great production design costume eiko ishioka went memorable costume coppola dracula received well deserved oscar,1,39,24
even allowing poor production value time format kind mini series baaaaaad,0,20,11
unless visually collect extant film austen work skip one,0,18,9
watch however small consolation actress playing anne sister wonderful job role,1,23,11
speaking music unbearably predictably kitchy,0,10,5
felt like gripping intelligent stage play without overly theatrical feeling one actually get watching people stage play everyone terror white lie escalating monstrous consequence,1,37,24
tom wilkinson broke heart end everyone else judging amount fumbling hanky hand going face among male female alike,1,30,18
aerial scene well done,1,5,4
also right balance war love,1,10,5
film give meaning phrase never history human conflict much owed many,1,25,11
kris kristoffersen good movie really make difference,1,12,7
good film great director,1,7,4
definitely one better documentary seen looking family relationship marriage,1,17,9
many continuity error one user commented different car garage joe glass one got fact joe facial hair configuration seemed change scene scene,0,38,22
see movie inspiration anyone come overcome fear rejection,0,20,8
bad actually worth seeing reason,0,11,5
punishment park brilliant piece cinema,1,8,5
shot southern california desert using patent faux documentary style watkins creates film like,1,19,13
one peter watkins accessible film,1,9,5
well keep thinking bad,0,10,4
mediocre miserable hollow laughable predictable piece garbage,0,11,7
bad performance play angela bennett computer expert home time,0,17,9
film nothing pretext show ridiculous action scene,0,14,7
still bad actress repeating robotic face move picture,0,17,8
one worst show time,0,8,4
show would begin smart as ed comment would totally wall uncalled,0,22,11
fat computer geek unbelievable bible thumper bad as girl actor,0,16,10
never heard except cole totally unbelievable part,0,15,7
every time opened mouth expect hear see kid pulling plug mercy killing horrible show,0,24,14
lame would best way describe,0,9,5
stanwyck morgan perfectly cast many way modern equivalent dickens christmas carol sensibility,1,22,12
success film depends casting sydney greenstreet alexander yardley character,1,17,9
attractive set used throughout film eye pleasing gem,1,13,8
im big fan rpg game movie disgrace self respecting rpger,0,19,10
line cut audio everything wrong,0,9,5
find better movie youtube,0,7,4
top line waste time money one bad come,0,17,8
lassie movie put sleep forever,0,11,5
describe painfully dreary time waster film,0,11,6
mediocre every aspect becomes dull uninteresting mess one forgettable movie seen,0,23,11
even achievement bad good bad memorable movie,0,11,7
empty hollow shell movie,0,8,4
seriously worth wasting kid time,0,11,5
nice relaxing late night viewing,1,7,5
movie full wonderful dancing hence title,1,10,6
great music terrific scenery,1,7,4
handle tough issue dignity grace course shocking spoiler,1,16,8
happy wonderful feel good ending,1,7,5
point journey journey touch every member family,1,14,7
one movie need see whenever come tv never mind fact already memorized,1,23,12
movie almost action scene little comedy,0,13,6
plot hole pair fishnet stocking direction editing astonishingly ham fisted,0,20,10
good plot hold complete attention acting superb tom wilkinson fantastic emily watson also good,1,26,14
good film indeed great unconditional love,1,10,6
tom wilkinson character man prepared ordeal begin take matter hand story progress great actor give performance make feel character anguish suffering,1,45,21
emily watson character strong give quick glance understand everything,1,19,9
despite pan reviewer liked movie,1,9,5
fact liked better interview vampire liked lestat stuart townsend better cruise attempt,1,22,12
aailiyah pretty good akasha place compelling first entrance mini dance scene,1,16,11
big fan series mostly due anne rice style sensitivity treatment,1,16,10
guess liked detail dysfunction believable,1,11,5
football scene end perplexing,0,8,4
charming film wonderful sentiment heart,1,9,5
rare film maker take time tell worthy moral tale care love fall trap overly syrupy indulgent,1,32,16
nine ten truly lovely film,1,9,5
early film future goremeister lucio fulci good addition giallo sub genre,1,17,11
one best italian thriller early,1,12,5
technically film well made impressive camera work solid acting effective music riz ortolani particularly good recurring unaccompanied female vocal sound like coming distant hill,1,35,24
still wild stuff though highly recommended fan giallo cinema,1,14,9
movie interesting beginning end,1,10,4
liked way dustin hoffman character ready everything stay son,1,19,9
personally think show people learn find compromise self without involving people issue,1,21,12
tired clich lazy writing come thick fast,0,19,7
p scene movie cool central character find room blown,1,20,9
fresh subtle rather sublime effect,1,8,5
italian reviewer called small great film right,1,12,7
actor give wonderful performance especially jennifer rubin jamie harris change nervous starlet beginning strange event part cool star,1,34,18
learn lot real inside emotion people movie lot movie business,1,22,10
movie movie situation beginning game played acting coach fascinating,1,23,9
also music mark snow possibly best score ever heard,1,14,9
film ultra cheap look,0,8,4
result film look right,0,10,4
plot nonsense interest slightest way uniqueness,0,17,6
foreigner worth one second time,0,10,5
saw child tv back stranger loved,1,20,6
duet astronaut doctor beginning movie perfect exchange one considers movie made well cold war astronaut biggest fear crashed ussr,1,45,19
love scream movie horror movie one rank way,1,16,8
want real scare rent one,1,9,5
courtroom drama compelling indictment american justice system frightening,1,16,8
film highlight fundamental flaw legal process discovering guilt innocence rather present better court,1,27,13
film well paced understated one best courtroom documentary seen,1,15,9
mostly routine fact based tv drama get boost fine performance cole,1,15,11
clear range ability pull part,1,15,5
constantine give everything right intensity seems good understanding underlying psychological motivation,1,18,11
wonderful inspiring watch hope get released video dvd,1,20,8
piece trash ever released beyond acting story character supposedly special effect etc wrong,0,24,13
fact stinker smell like direct video release,0,9,7
star trek v final frontier worst series,0,12,7
acting involved includes like shatner nimoy bad washed making seem old look real life special effect tacky like spock rescue kirk jet pack fall mountain,0,53,25
attempt humor pitiful story awful dosen bear thinking basically involves vulcan stealing enterprise find god seriously care film oh mention uhura belly dance distract male guard,0,51,26
place good film garbage,0,11,4
editing editing film phenomenal opinion,1,11,5
song could explain emotion subject better jay adam unfortunate life subject talk song old man neil young played evokes many emotion,1,36,21
cinematography film shot interesting way,1,9,5
course footage grainy enhanced film,1,15,5
film offer many delight surprise,1,7,5
achille philippa beautifully sing duet giovanni perfectly describes situation movie appreciate subtle layer excellent film,1,28,15
story unfolds th century jutland use period music played period instrument one fine touch,1,23,14
share general loewenhielm exquisite joy partaking cailles en sarcophage even though watching movie wish small sample savor,1,34,17
understated film leaf lasting impression,1,8,5
warmth generates contrast austere backdrop,1,11,5
leave theater wanting go dance star,1,14,6
acting expect cast top notch,1,11,5
character fleshed surprisingly well particularly grime blake actor deliver sharply scripted line right amount deadpan tongue cheek make dialogue hilarious realistic,1,38,21
angus scrimm also turn good performance somewhat brief memorable role gently menacing violin playing anatomist doctor quinn,1,23,17
long time since entertained movie,1,12,5
struggle find anything bad say,1,10,5
mark word one cult film like evil dead phantasm people still discovering falling love year line,1,34,16
pretty surprising wonderful film made hollywood generally collective head sand concerning black white issue time,1,29,15
film deserves strong kudos taking stand exceptional acting mostly lesser known cast super intelligent script insult audience take easy way come white racism,1,40,23
plus movie rather modest budget fast running time amazing job,1,16,10
juano hernandez exceptional actor played supporting role many film era proud black man accused murdering white man south,1,31,18
see kid chance open amazing dialog far race relation come last year,1,28,12
